patientId,firstName,middleName,lastName,dateOfBirth,email,phone,address
807393330,Amit,,Sharon,1988-04-20,amit.sharon@walla.co.il,052-3618941,Jerusalem
683276556,Sigal,Leah,Mizrachi,1968-04-09,sigal.mizrachi1@gmail.com,052-1501625,Nahariya
911284261,Maya,,Altman,2001-02-22,maya.altman@checkpoints.com,053-7760943,Tel Aviv - Yafo
268276252,Yitzhak,,Yadin,1975-11-02,yitzhak.yadin@gmail.com,059-1120806,Rehovot
476701689,Gil,,Eitan,1976-01-08,gil.eitan1@gmail.com,051-7748633,Haifa
138297506,Avigail,,Geva,1997-10-23,avigail.geva@walla.co.il,053-1595516,Herzeliya
814620711,Shlomo,,Shamir,1999-07-08,shlomo.shamir@gmail.com,053-3106804,Tel Aviv - Yafo
729739821,Adam,,Marciano,1965-09-02,adam.marciano@gmail.com,051-4381218,Herzeliya
708879438,Tali,,Nir,1978-04-05,tali.nir@gmail.com,053-1836977,Jerusalem
954008121,Lihi,,Ben-David,1962-02-09,lihi.ben-david@gmail.com,057-5663234,Jerusalem
831931837,Neta,,Shaham,2000-03-26,neta.shaham@teva.com,054-8223004,Eilat
358952390,Ronit,,Ohayon,1975-12-29,ronit.ohayon@gmail.com,050-4777372,Nahariya
374528251,Noga,,Gur,1975-04-29,noga.gur@checkpoints.com,055-9570997,Petah-Tikva
517159541,Kim,,Asulin,2003-04-10,kim.asulin@gmail.com,058-2770849,Nahariya
122824037,Ariel,,Barkat,2000-01-07,ariel.barkat@walla.co.il,055-2764302,Nahariya
660817291,Gadi,Leah,Harel,2007-02-11,gadi.harel1@checkpoints.com,059-2880577,Ashdod
922096457,Tal,,Biton,1977-09-17,tal.biton@gmail.com,059-3709796,Rehovot
974836575,Stav,,Frank,2006-08-29,stav.frank@gmail.com,056-2579470,Rehovot
795251064,Eitan,Leah,Tzur,1962-04-24,eitan.tzur@teva.com,054-4293016,Nahariya
823560549,Mor,,Goldberg,1941-10-31,mor.goldberg@checkpoints.com,058-9372452,Haifa
696688781,Dan,,Katz,1988-02-19,dan.katz@walla.co.il,055-4816522,Petah-Tikva
623864040,Neta,,Sharon,1985-11-17,neta.sharon@gmail.com,052-8868771,Beer-Sheva
836831716,Motti,,Guttman,1978-04-16,motti.guttman@gmail.com,051-5976006,Herzeliya
723272883,Dana,Sarah,Silberman,2003-12-19,dana.silberman1@gmail.com,052-1309782,Rehovot
871912062,Motti,,Goldberg,1990-12-20,motti.goldberg@gmail.com,056-5266054,Haifa
971288305,Rotem,Michael,Tal,1990-04-23,rotem.tal@walla.co.il,051-1637888,Nahariya
126633837,Ilan,,Navon,1985-02-10,ilan.navon@gmail.com,050-9749598,Beer-Sheva
383592832,Shir,,Spector,1968-11-19,shir.spector@gmail.com,052-4323742,Rehovot
106475322,Hadar,Ben,Marciano,1938-03-02,hadar.marciano1@walla.co.il,050-3808649,Haifa
489774093,Tomers,,Weiss,1990-05-25,tomers.weiss@teva.com,051-4157598,Petah-Tikva
385511660,Iris,Bat,Biton,1968-03-28,iris.biton@hotmail.com,050-6888724,Eilat
387936795,Gadi,,Segal,1968-07-22,gadi.segal@gmail.com,059-4425337,Jerusalem
910828125,Avi,,Peres,1951-12-18,avi.peres@gmail.com,050-3745329,Nahariya
566075865,Ori,,Grosman,1938-06-05,ori.grosman@checkpoints.com,056-5779689,Rehovot
614869362,Neta,,Sarusi,1976-08-18,neta.sarusi@walla.co.il,052-6551477,Tel Aviv - Yafo
696013253,Leah,Leah,Silberman,2001-07-23,leah.silberman@teva.com,054-5157617,Nahariya
723145121,Ilan,,Levine,2007-02-18,ilan.levine@hotmail.com,059-3862726,Eilat
563780983,Itai,Michael,Levi,1952-02-19,itai.levi@gmail.com,051-5209139,Jerusalem
667700919,Iris,,Levine,1978-08-10,iris.levine@gmail.com,050-5129123,Haifa
462224163,Ilan,,Ohayon,1997-07-28,ilan.ohayon@checkpoints.com,059-9876767,Tel Aviv - Yafo
936393617,Tal,,Zamir,1990-02-16,tal.zamir@checkpoints.com,059-1716485,Herzeliya
309123817,Moshe,,Spector,2007-03-11,moshe.spector@teva.com,058-4774541,Tel Aviv - Yafo
343736197,Rami,,Peles,1999-02-24,rami.peles@teva.com,056-8965089,Ashdod
950132618,Yuval,Leah,Peled,2002-09-08,yuval.peled@hotmail.com,051-1291552,Herzeliya
113638583,Dan,,Yosef,2005-05-23,dan.yosef@hotmail.com,055-9137553,Petah-Tikva
397798562,David,,Spector,1998-02-04,david.spector@gmail.com,053-9553607,Ashdod
957362910,Mor,,Frank,1950-10-20,mor.frank@gmail.com,053-2953644,Herzeliya
900056318,Dana,,Hoffman,1953-12-17,dana.hoffman@gmail.com,059-8748419,Nahariya
275555750,Ilan,,Berger,1971-11-05,ilan.berger@gmail.com,052-8983734,Jerusalem
279743470,Leah,, Dayan,2004-09-07,leah. dayan@gmail.com,059-2322824,Nahariya
921186461,Michal,,Nir,1998-09-26,michal.nir@gmail.com,051-4918712,Petah-Tikva
305292217,Yosef,,fuchs,1950-01-19,yosef.fuchs@checkpoints.com,053-3521835,Nahariya
937703592,Asaf,,Guttman,1946-03-02,asaf.guttman@hotmail.com,051-8238601,Tel Aviv - Yafo
480343471,Eden,Ben,Yadin,1966-04-19,eden.yadin@checkpoints.com,050-3686744,Petah-Tikva
299807817,Sarah,,Lazar,1968-12-06,sarah.lazar@gmail.com,053-8759403,Jerusalem
595280960,Neta,Bat,Segal,1985-08-17,neta.segal@walla.co.il,058-9077825,Jerusalem
447487496,Tal,,Kraus,1967-12-23,tal.kraus@gmail.com,051-2639351,Rehovot
649600944,Shahar,,Rubin,1972-03-29,shahar.rubin@walla.co.il,053-8942647,Tel Aviv - Yafo
114811412,Lior,,Porat,1954-04-23,lior.porat@gmail.com,053-4260556,Tel Aviv - Yafo
608870403,Asaf,,Rabin,1999-03-14,asaf.rabin@walla.co.il,055-8274084,Tel Aviv - Yafo
950621662,Leah,,Agbaria,1952-11-01,leah.agbaria@gmail.com,052-5719459,Petah-Tikva
531801760,Sapir,,Zamir,1938-05-26,sapir.zamir@gmail.com,056-2100618,Ashdod
971369466,Lior,,Blau,1969-08-08,lior.blau@checkpoints.com,053-2311851,Petah-Tikva
705562889,Alon,Ben,Tal,1991-06-28,alon.tal@walla.co.il,052-3545174,Nahariya
107423540,Avigail,Bat,Schwartz,2008-03-28,avigail.schwartz@checkpoints.com,058-4856358,Petah-Tikva
709548288,David,Michael,Koren,1964-07-25,david.koren@walla.co.il,054-4102468,Ashdod
695908547,Noam,,Liberman,1943-03-20,noam.liberman@walla.co.il,052-3707257,Ashdod
969549419,Sivan,,Lapid,1958-06-13,sivan.lapid@gmail.com,055-6794100,Jerusalem
807770065,Motti,,Zamir,1963-05-01,motti.zamir@hotmail.com,053-1573416,Haifa
194889418,Guy,,Zilber,1971-12-03,guy.zilber@gmail.com,053-5099530,Eilat
433835477,Shlomo,,Begin,1961-10-13,shlomo.begin@walla.co.il,056-1223796,Haifa
366482554,Kobi,,Azoulay,1960-05-09,kobi.azoulay@gmail.com,052-9910140,Eilat
162130222,Roni,,Shani,1937-05-30,roni.shani@gmail.com,057-9672017,Beer-Sheva
737335704,Adi,,Saban,1970-09-12,adi.saban@hotmail.com,058-3493844,Jerusalem
514159386,Dan,,Biton,1983-09-08,dan.biton@teva.com,051-3523558,Eilat
100939963,Rivka,,Marciano,1994-04-26,rivka.marciano@gmail.com,058-4381382,Rehovot
237611179,Noa,,Tamir,1963-05-03,noa.tamir@gmail.com,056-4117533,Jerusalem
697171178,Gal,Bat,Yarkoni,1936-08-29,gal.yarkoni@gmail.com,057-8703962,Rehovot
127202040,Shir,,Kraus,1991-08-24,shir.kraus@hotmail.com,055-2111782,Jerusalem
152867800,Gal,,Feldman,1982-05-11,gal.feldman@gmail.com,056-5211212,Jerusalem
545826722,Yuval,,Eshkol,1986-05-30,yuval.eshkol@walla.co.il,055-7987471,Beer-Sheva
663264069,Inbal,Sarah,Ramon,1983-09-21,inbal.ramon@gmail.com,058-4921057,Rehovot
435066151,Lior,,Ramon,1991-06-24,lior.ramon@checkpoints.com,059-7330542,Tel Aviv - Yafo
402846548,Yosef,,Gabay,2008-02-22,yosef.gabay@gmail.com,055-7542071,Ashdod
787658323,Shalom,Yosef,Levine,1962-02-23,shalom.levine@gmail.com,059-6584573,Nahariya
696346835,Lior,,Malka,1940-06-09,lior.malka@gmail.com,050-4928341,Ashdod
732541305,Shira,,Cohen,1937-06-15,shira.cohen@hotmail.com,050-6100612,Jerusalem
627042684,Rivka,,Azoulay,1969-04-28,rivka.azoulay@hotmail.com,058-1161180,Eilat
228981534,Moshe,,Peles,1999-05-31,moshe.peles@hotmail.com,059-8759763,Tel Aviv - Yafo
770707989,Roy,Bat,Bareket,1952-09-08,roy.bareket@gmail.com,050-3792869,Ashdod
952917526,Inbal,,Peled,1976-04-30,inbal.peled@gmail.com,051-7770176,Herzeliya
423497602,Oren,,Berger,1995-03-20,oren.berger@hotmail.com,051-1180446,Ashdod
819018653,Kim,Michael,Sharon,1973-02-27,kim.sharon@gmail.com,055-6277201,Ashdod
999911738,Noa,Yosef,Omer,2007-12-09,noa.omer@checkpoints.com,050-8240880,Rehovot
963378799,Iris,,Agbaria,1991-02-27,iris.agbaria@gmail.com,057-7349612,Rehovot
977118538,Lihi,,Oz,1979-02-04,lihi.oz@walla.co.il,055-7072327,Petah-Tikva
500207054,Alon,,Eitan,1959-07-02,alon.eitan@gmail.com,054-8302025,Nahariya
529771589,Neta,Leah,Begin,1938-06-07,neta.begin@checkpoints.com,051-9621702,Ashdod
913679861,Adi,,Navon,1982-08-28,adi.navon@gmail.com,054-1329689,Jerusalem
379281374,Anat,Leah,David,1973-07-07,anat.david@gmail.com,059-5045551,Ashdod
744954333,Ronit,,Tal,1989-03-16,ronit.tal1@gmail.com,052-2422148,Jerusalem
394933212,Sapir,,Rubin,1969-02-06,sapir.rubin@hotmail.com,059-1512626,Tel Aviv - Yafo
939281541,Coral,,Shani,1986-02-23,coral.shani@gmail.com,056-4518859,Rehovot
474153974,Rotem,,Peles,1968-11-15,rotem.peles@teva.com,051-7212431,Beer-Sheva
945573123,Israel,Yosef,Asulin,1964-12-17,israel.asulin@walla.co.il,057-7369395,Ashdod
750908667,Inbal,,Sela,1950-10-12,inbal.sela@gmail.com,052-3224661,Petah-Tikva
745831123,Lihi,,Kramer,2001-05-24,lihi.kramer@hotmail.com,056-8913019,Herzeliya
452655331,Roni,,fuchs,1997-12-03,roni.fuchs@checkpoints.com,052-1505125,Nahariya
428284548,Anat,,Sarusi,1993-11-21,anat.sarusi@hotmail.com,059-5661219,Petah-Tikva
504873371,Kobi,,fuchs,1983-07-09,kobi.fuchs@gmail.com,053-7520513,Rehovot
622809597,Tamar,,Netanyahu,1970-04-11,tamar.netanyahu@checkpoints.com,058-7557342,Nahariya
108757365,Oren,,Netanyahu,1970-07-04,oren.netanyahu1@gmail.com,059-2320700,Petah-Tikva
769181211,Noa,Michael,Ben-Ari,1937-08-30,noa.ben-ari@gmail.com,054-8825980,Petah-Tikva
489017894,Yael,,Gabay,1995-01-10,yael.gabay@walla.co.il,058-7911622,Beer-Sheva
686411537,Tomers,,Shani,2005-10-02,tomers.shani@gmail.com,055-7944175,Eilat
742452008,Roni,Ben,Tal,1958-04-23,roni.tal@teva.com,055-9974814,Ashdod
604327851,Hila,Sarah,Peretz,1949-11-09,hila.peretz@teva.com,059-4615365,Nahariya
774227026,Idan,,Rubin,1967-12-30,idan.rubin@checkpoints.com,059-9021919,Petah-Tikva
930214668,Iris,,Zilber,2000-04-12,iris.zilber@checkpoints.com,057-9093120,Beer-Sheva
657029055,Yuval,,Zamir,1942-12-10,yuval.zamir@walla.co.il,058-7898158,Beer-Sheva
521259516,Roy,Ben,Dotan,1990-10-12,roy.dotan@gmail.com,056-3178113,Petah-Tikva
835340933,Avi,,Navon,2006-02-02,avi.navon@hotmail.com,054-7751152,Rehovot
241686715,Ori,,Koren,1993-03-31,ori.koren@gmail.com,058-1526876,Beer-Sheva
852296799,Idan,,Peles,1985-09-08,idan.peles@hotmail.com,052-9936138,Tel Aviv - Yafo
120164154,Hila,,Saban,1979-09-15,hila.saban@gmail.com,054-6954148,Rehovot
142336264,Yitzhak,,Katz,1988-12-06,yitzhak.katz@gmail.com,051-6303898,Haifa
965593597,Yael,,Levi,1997-07-07,yael.levi@gmail.com,057-6487058,Eilat
596250785,Gal,,Navon,2000-03-04,gal.navon@teva.com,052-9059352,Ashdod
311900598,Sarah,,Ben-David,1979-01-16,sarah.ben-david@walla.co.il,059-6212898,Haifa
506095361,Daniel,,Kraus,1944-03-07,daniel.kraus@teva.com,052-7106894,Tel Aviv - Yafo
885289318,Dor,Bat,Asulin,2001-07-21,dor.asulin@hotmail.com,054-2056897,Ashdod
488698742,Noa,,Lazar,1997-02-04,noa.lazar@checkpoints.com,050-4697388,Eilat
401127190,Linoy,,Hoffman,1992-12-18,linoy.hoffman@walla.co.il,054-6078712,Tel Aviv - Yafo
285634009,Shir,,Bar-On,1998-04-05,shir.bar-on@gmail.com,053-6602687,Jerusalem
464696912,Orly,,Sarusi,1977-10-10,orly.sarusi@teva.com,056-3103391,Eilat
817636760,Gal,,Peres,1963-12-28,gal.peres@teva.com,058-2420318,Jerusalem
939849580,Asaf,,Asulin,1967-10-01,asaf.asulin@checkpoints.com,055-2224467,Jerusalem
893465383,May,,Turgeman,1966-12-23,may.turgeman@teva.com,054-2479916,Eilat
889454059,Adi,,Mizrachi,1960-06-22,adi.mizrachi@gmail.com,054-1868904,Herzeliya
864951604,Tal,Yosef,Malka,1953-03-12,tal.malka@gmail.com,056-2822837,Beer-Sheva
770268343,Eden,,Goldberg,1967-10-10,eden.goldberg@gmail.com,057-3609434,Herzeliya
355981319,Avraham,Sarah, Dayan,1984-01-20,avraham. dayan@walla.co.il,054-4823533,Nahariya
940280307,Rivka,,Gabay,1940-06-28,rivka.gabay@gmail.com,058-1275536,Herzeliya
372918603,Iris,Bat,Mizrachi,1938-08-04,iris.mizrachi1@teva.com,053-2802981,Nahariya
481093159,Israel,,Frank,1986-09-27,israel.frank@gmail.com,055-4170043,Nahariya
299915657,Kim,,Oz,1973-09-09,kim.oz@gmail.com,050-6550320,Herzeliya
878275953,Neta,,Klein,1981-06-25,neta.klein@hotmail.com,057-7232191,Rehovot
955404911,Tal,,Shamir,1959-07-08,tal.shamir@teva.com,053-4849306,Nahariya
322823807,Shlomo,,Peretz,1977-01-13,shlomo.peretz@gmail.com,058-9465516,Eilat
479556775,May,,Guttman,1960-12-01,may.guttman@gmail.com,058-1253768,Nahariya
991599028,Eyal,,Saban,1962-01-09,eyal.saban@gmail.com,050-2194298,Eilat
951981464,Orly,,Tal,1968-01-31,orly.tal@checkpoints.com,054-6728958,Rehovot
268969479,Osnat,,Melamed,1974-09-11,osnat.melamed@teva.com,057-1059462,Jerusalem
268086614,Rotem,,Yosef,1951-03-21,rotem.yosef@hotmail.com,057-6984113,Eilat
692884294,Yitzhak,Yosef,Livne,1977-11-26,yitzhak.livne@teva.com,052-1765807,Petah-Tikva
408732497,Roy,Yosef,Sela,1985-03-27,roy.sela@hotmail.com,054-9053239,Ashdod
304164862,Avi,Michael,Segal,1952-02-03,avi.segal@checkpoints.com,054-5511660,Tel Aviv - Yafo
832363972,Ben,,Eitan,1957-01-09,ben.eitan@walla.co.il,051-1006984,Beer-Sheva
172550014,Amit,,Friedman,1940-08-04,amit.friedman@walla.co.il,057-4016597,Nahariya
763985852,Tali,,Turgeman,1969-08-21,tali.turgeman@gmail.com,056-7964371,Rehovot
394835275,Ben,,Agbaria,1964-09-08,ben.agbaria@teva.com,059-4688890,Herzeliya
245146394,Sivan,Bat,Eshkol,1998-12-27,sivan.eshkol@teva.com,053-1191868,Tel Aviv - Yafo
663597889,Ofek,Bat,Golan,1957-07-05,ofek.golan@gmail.com,050-9259287,Petah-Tikva
863797634,Sivan,,Gabay,2005-02-25,sivan.gabay@hotmail.com,056-1406023,Petah-Tikva
259308220,Rami,,Tzur,1972-11-04,rami.tzur@walla.co.il,052-4561127,Haifa
422871329,Neta,,Rabin,1983-05-06,neta.rabin@walla.co.il,051-1639828,Rehovot
151801839,Erez,,Friedman,1950-10-07,erez.friedman@gmail.com,057-8602235,Eilat
670837783,Eli,Ben,Segal,1959-10-14,eli.segal1@gmail.com,050-2006012,Ashdod
993037787,Shahar,Ben,Begin,1949-09-29,shahar.begin1@gmail.com,057-2022626,Herzeliya
776236726,Dana,,Blau,1968-03-04,dana.blau@hotmail.com,050-4779463,Jerusalem
400116409,Noga,,Shaham,2001-01-28,noga.shaham@checkpoints.com,050-4648112,Ashdod
329788213,Alon,,Sarusi,2006-04-23,alon.sarusi@gmail.com,059-3920867,Tel Aviv - Yafo
945600346,Stav,Bat,Biton,1973-04-22,stav.biton@checkpoints.com,057-6863870,Herzeliya
381203595,Rotem,,Goldberg,1944-12-07,rotem.goldberg@checkpoints.com,059-8284100,Petah-Tikva
326365203,Zohar,,Grosman,1999-03-12,zohar.grosman@walla.co.il,052-4394402,Tel Aviv - Yafo
306651365,Tal,,Arad,1965-12-12,tal.arad@checkpoints.com,052-7514421,Jerusalem
835681868,Rachel,,Peretz,2003-10-14,rachel.peretz@checkpoints.com,054-1218299,Eilat
842357881,Eyal,,Ben-Gurion,1946-03-20,eyal.ben-gurion@gmail.com,051-3789483,Herzeliya
639144631,Yosef,,Elbaz,1987-10-01,yosef.elbaz@gmail.com,056-6344540,Ashdod
619377511,Yosef,Yosef,Azoulay,1998-12-07,yosef.azoulay@teva.com,056-9665974,Beer-Sheva
100849303,Ilan,,Peles,1949-05-14,ilan.peles@checkpoints.com,057-7972079,Rehovot
350159402,Dana,Bat,Hadad,1971-01-05,dana.hadad1@walla.co.il,053-8576583,Beer-Sheva
178051925,Moshe,,fuchs,1973-02-06,moshe.fuchs@hotmail.com,056-9824472,Rehovot
394304603,Dor,,Rabin,1999-06-27,dor.rabin@gmail.com,057-4946493,Herzeliya
751628961,Avigail,,Lazar,1978-06-02,avigail.lazar@gmail.com,057-5895930,Haifa
468070275,Idan,,Melamed,1974-06-16,idan.melamed@hotmail.com,059-9242860,Ashdod
714761594,Dana,,Azoulay,1973-12-04,dana.azoulay@gmail.com,053-3702570,Jerusalem
760388473,Hila,,Ben-Gurion,2002-12-28,hila.ben-gurion@teva.com,057-2286412,Herzeliya
338907691,Omer,Michael,Ben-David,1964-10-13,omer.ben-david@walla.co.il,052-6650379,Nahariya
549429555,Shlomo,Leah,Yarkoni,1950-11-24,shlomo.yarkoni@hotmail.com,055-4857718,Jerusalem
198382763,Erez,,Hadad,1947-03-24,erez.hadad@checkpoints.com,059-1290389,Rehovot
193511534,Michal,,Begin,1971-11-16,michal.begin@walla.co.il,050-4238223,Tel Aviv - Yafo
718140148,Shahar,,Friedman,2001-01-04,shahar.friedman@teva.com,058-4614910,Petah-Tikva
368090374,Michal,,Spector,1946-06-01,michal.spector@hotmail.com,057-8431064,Nahariya
255663820,Shira,,Yarkoni,1945-05-22,shira.yarkoni@walla.co.il,057-7503527,Haifa
201294961,Shahar,,Shaham,1986-11-16,shahar.shaham@gmail.com,059-7829602,Petah-Tikva
636630606,Yael,,Hadad,1990-07-01,yael.hadad@gmail.com,056-9862858,Jerusalem
701457291,Shir,Michael,Peled,1977-04-10,shir.peled@gmail.com,058-3589815,Rehovot
250168952,Hadar,,Kramer,1988-07-03,hadar.kramer@gmail.com,052-6664306,Eilat
701724963,Stav,,Zilber,1988-07-13,stav.zilber@gmail.com,050-5296735,Beer-Sheva
602093920,Gal,,Schwartz,1939-07-13,gal.schwartz@gmail.com,054-7726580,Nahariya
530693301,Oren,,Weiss,1998-03-26,oren.weiss@walla.co.il,059-3985991,Beer-Sheva
611814289,Dana,,Malka,1986-04-29,dana.malka@gmail.com,052-5984041,Herzeliya
379764056,Ronit,Leah,Blau,1979-03-10,ronit.blau@gmail.com,050-6946635,Ashdod
146751849,Dan,,Kraus,1960-07-25,dan.kraus@walla.co.il,058-6001574,Beer-Sheva
291985525,Shani,Sarah,Spector,1939-03-08,shani.spector1@gmail.com,053-6874500,Nahariya
407251903,Lior,,Golan,1938-06-09,lior.golan@gmail.com,054-7078517,Haifa
515432471,Moshe,,Tzur,1975-10-29,moshe.tzur@checkpoints.com,053-6187790,Beer-Sheva
623130055,Gal,,Yarkoni,1980-08-05,gal.yarkoni@walla.co.il,051-5396430,Beer-Sheva
210811819,Ronit,,Netanyahu,1998-09-26,ronit.netanyahu@gmail.com,051-5914066,Ashdod
338786760,Ilan,,Porat,2001-05-26,ilan.porat@teva.com,052-9496733,Jerusalem
244599320,Shani,Yosef,Frank,1964-08-02,shani.frank@teva.com,051-6397064,Rehovot
203198855,Dorit,,fuchs,1964-10-20,dorit.fuchs@hotmail.com,054-1235034,Eilat
278857838,Ilan,Yosef,Gur,1985-01-29,ilan.gur1@checkpoints.com,051-7527366,Herzeliya
696837756,Kim,Leah,Marciano,1957-11-03,kim.marciano@gmail.com,057-8059548,Petah-Tikva
146974130,Moshe,Sarah,Tamir,1959-10-02,moshe.tamir@gmail.com,051-9819458,Eilat
649173378,Moshe,,Cohen,2008-07-12,moshe.cohen@gmail.com,055-4273522,Ashdod
662524310,Linoy,,Kramer,1938-01-08,linoy.kramer@teva.com,052-1857586,Jerusalem
110824304,Shani,,Malka,1959-11-15,shani.malka@gmail.com,056-3853054,Haifa
320190621,Shir,,Peled,1950-06-10,shir.peled@walla.co.il,052-2893282,Herzeliya
388958947,Chaim,,Goldberg,1946-01-07,chaim.goldberg@gmail.com,059-1998397,Ashdod
587847059,Agam,,Grosman,1993-07-31,agam.grosman@checkpoints.com,059-6171636,Haifa
811036266,Rami,,Hoffman,1960-04-09,rami.hoffman@checkpoints.com,053-6139723,Nahariya
279845195,Shir,,Altman,1956-04-06,shir.altman@checkpoints.com,058-9176000,Petah-Tikva
761173320,Michal,,Goldberg,2003-10-11,michal.goldberg@hotmail.com,052-4853743,Jerusalem
485963544,Inbal,,Peles,1967-08-31,inbal.peles@checkpoints.com,052-9647970,Jerusalem
381905097,Yuval,,Koren,1962-04-10,yuval.koren@checkpoints.com,059-2634875,Rehovot
187665271,Limor,Michael,Gal,1958-09-25,limor.gal1@walla.co.il,055-4488928,Tel Aviv - Yafo
849687060,Orly,,Levine,2000-10-16,orly.levine@gmail.com,059-1957962,Nahariya
419605804,Chaim,,Lazar,1979-02-17,chaim.lazar@teva.com,052-1707129,Haifa
186841244,Shlomo,,Shani,1997-09-05,shlomo.shani@walla.co.il,052-9612132,Petah-Tikva
147364329,Yaron,,Golan,1958-12-15,yaron.golan@checkpoints.com,058-7674515,Herzeliya
989308449,Shalom,,Shani,2006-07-07,shalom.shani1@gmail.com,057-1346668,Beer-Sheva
711866515,Nir,,Asulin,1940-02-10,nir.asulin@teva.com,055-8488736,Herzeliya
836171025,Omer,,Tzur,1996-12-21,omer.tzur@gmail.com,055-7268157,Rehovot
637105194,David,,Yarkoni,1984-06-10,david.yarkoni@walla.co.il,059-1222511,Tel Aviv - Yafo
263579482,Tamar,,Eshkol,1952-11-06,tamar.eshkol@teva.com,054-9111723,Tel Aviv - Yafo
105013074,Ariel,Leah,Goldberg,2004-12-18,ariel.goldberg@walla.co.il,057-3331704,Petah-Tikva
767323493,Inbal,,Frank,1994-03-28,inbal.frank@checkpoints.com,054-9936520,Ashdod
620118093,Noa,,Blau,2003-08-28,noa.blau@teva.com,058-4567257,Herzeliya
131799199,Eli,,Yosef,1948-01-14,eli.yosef@gmail.com,050-8005648,Jerusalem
386726268,Ronit,,Blau,1939-06-05,ronit.blau@teva.com,051-9470648,Tel Aviv - Yafo
980438246,Leah,Leah,Lapid,1994-09-20,leah.lapid@gmail.com,053-1258537,Herzeliya
590364433,Rachel,,Barkat,1969-09-17,rachel.barkat@hotmail.com,052-9409580,Ashdod
483572714,Tal,,Grosman,1971-06-05,tal.grosman@hotmail.com,055-7445367,Eilat
918411371,Lihi,,Gabay,1963-08-04,lihi.gabay@walla.co.il,058-3815280,Rehovot
432730966,Eyal,Ben,Frank,2003-12-07,eyal.frank1@gmail.com,052-6761371,Herzeliya
367711913,Sarah,,Asulin,1962-10-21,sarah.asulin@gmail.com,052-5454439,Eilat
226986294,Meital,,Yarkoni,2005-05-16,meital.yarkoni@gmail.com,056-4556907,Jerusalem
490811903,Sigal,,Ben-Ari,1957-12-12,sigal.ben-ari1@gmail.com,052-3989102,Nahariya
663167901,Ori,,Livne,1950-06-05,ori.livne@gmail.com,054-2284412,Nahariya
596088190,Eden,Ben,Azoulay,1998-11-06,eden.azoulay@teva.com,056-8406915,Ashdod
416229924,Alon,Michael,Berger,1959-08-05,alon.berger1@hotmail.com,050-9720251,Herzeliya
748126434,Adam,Michael,Guttman,1988-06-30,adam.guttman@teva.com,056-5551727,Ashdod
814363033,Ben,,Blau,1943-04-18,ben.blau@gmail.com,058-1935555,Eilat
414514427,Alon,,Katz,1971-05-15,alon.katz@teva.com,055-3727370,Beer-Sheva
845446244,Rotem,,Ramon,1951-02-06,rotem.ramon@checkpoints.com,050-6390283,Jerusalem
812161066,Chaim,,Grosman,2006-10-02,chaim.grosman@gmail.com,055-9222380,Petah-Tikva
166697377,Ariel,,Yadin,1960-11-06,ariel.yadin@checkpoints.com,054-6637323,Nahariya
494441452,Shahar,,Olmert,1968-11-23,shahar.olmert@walla.co.il,059-6385430,Herzeliya
653890078,Michael,Sarah, Dayan,1986-11-04,michael. dayan@walla.co.il,053-2831998,Eilat
921330348,Kim,,Sarusi,1944-03-23,kim.sarusi@gmail.com,053-3960189,Herzeliya
844142213,Oren,,Friedman,1992-04-13,oren.friedman@gmail.com,055-6356205,Ashdod
183280223,Ori,,Netanyahu,1992-06-17,ori.netanyahu@checkpoints.com,057-5529698,Jerusalem
652251330,Bar,Leah,Stern,2003-08-17,bar.stern@gmail.com,053-2671583,Ashdod
375345355,Orly,Leah,Biton,2001-11-14,orly.biton1@gmail.com,056-1048293,Ashdod
322938553,Maya,,Nir,1992-04-02,maya.nir@teva.com,056-4490666,Jerusalem
964031927,Gadi,,Tzur,2005-02-23,gadi.tzur@checkpoints.com,052-6549469,Haifa
201616655,Inbal,,Begin,2000-08-16,inbal.begin@gmail.com,053-6888868,Beer-Sheva
509446463,Asaf,Leah,Feldman,1941-09-30,asaf.feldman@checkpoints.com,054-9992323,Herzeliya
906557029,Omer,,Begin,1978-08-02,omer.begin@gmail.com,057-3579750,Haifa
486755494,Sarah,,Dahan,2001-08-21,sarah.dahan@gmail.com,053-1285284,Tel Aviv - Yafo
385982574,Inbal,,Koren,1954-04-26,inbal.koren@gmail.com,057-7103393,Haifa
310798247,Tamar,,Avraham,2005-04-29,tamar.avraham@checkpoints.com,055-8026800,Eilat
953311884,Osnat,,Ben-David,1975-09-13,osnat.ben-david@gmail.com,056-5024205,Eilat
497965932,Kobi,,Shani,1994-09-24,kobi.shani@hotmail.com,054-4521464,Nahariya
948478886,Lihi,,Sela,2004-08-08,lihi.sela@checkpoints.com,055-7032627,Ashdod
103541088,Shani,,Oz,1997-04-01,shani.oz@walla.co.il,056-1016259,Nahariya
589573937,Dana,,Peretz,1980-04-22,dana.peretz@gmail.com,055-7918492,Rehovot
472599106,Michal,,Navon,1953-08-19,michal.navon@teva.com,050-7672705,Herzeliya
275884256,Guy,,Segal,2004-10-02,guy.segal@gmail.com,053-1304390,Tel Aviv - Yafo
528741238,Sarah,Ben,Tal,2005-03-13,sarah.tal@checkpoints.com,056-8874087,Beer-Sheva
893482551,Rachel,,Berger,1978-01-15,rachel.berger@hotmail.com,051-2525228,Petah-Tikva
265341491,Gadi,,Zilber,1995-07-30,gadi.zilber@gmail.com,052-7898079,Beer-Sheva
